Open,High,Low,Volume,Close,Date
65760.01,65794.44,65603.33,189.66981,65660.0,2024-06-20 14:00:00
65858.84,65927.48,65718.95,412.822,65760.01,2024-06-20 13:30:00
65854.02,65967.39,65788.24,398.04021,65858.84,2024-06-20 13:00:00
65465.24,65966.0,65465.23,724.55734,65854.01,2024-06-20 12:30:00
65541.62,65630.0,65386.0,247.83525,65465.24,2024-06-20 12:00:00
65513.93,65635.83,65472.65,570.5319,65541.63,2024-06-20 11:30:00
65360.87,65613.3,65360.0,462.23146,65513.93,2024-06-20 11:00:00
65306.01,65395.42,65252.0,335.76777,65360.88,2024-06-20 10:30:00
65156.5,65338.72,65140.81,279.02781,65306.01,2024-06-20 10:00:00
65190.0,65194.25,65070.91,200.49735,65156.49,2024-06-20 09:30:00
65152.74,65244.21,65139.73,230.0136,65189.99,2024-06-20 09:00:00
65197.45,65223.88,65092.0,146.16513,65152.74,2024-06-20 08:30:00
65152.01,65237.11,65090.0,199.13487,65197.45,2024-06-20 08:00:00
65158.57,65210.01,64960.0,428.60035,65152.0,2024-06-20 07:30:00
65269.74,65407.4,65056.3,431.71621,65158.56,2024-06-20 07:00:00
65098.0,65294.09,65033.02,285.30166,65269.74,2024-06-20 06:30:00
64900.51,65100.36,64866.23,446.23073,65098.01,2024-06-20 06:00:00
64974.37,65000.82,64818.72,596.96423,64900.5,2024-06-20 05:30:00
64913.44,64995.19,64816.58,157.3099,64974.37,2024-06-20 05:00:00
64836.01,64942.0,64805.01,122.80774,64913.44,2024-06-20 04:30:00
64985.99,64994.98,64836.0,153.84827,64836.01,2024-06-20 04:00:00
65004.38,65048.23,64936.01,151.45853,64986.0,2024-06-20 03:30:00
65045.99,65087.76,65001.17,134.35134,65004.38,2024-06-20 03:00:00
64874.76,65057.12,64836.98,218.97705,65046.0,2024-06-20 02:30:00
64857.02,64933.74,64735.39,209.48274,64874.76,2024-06-20 02:00:00
64882.02,64910.0,64666.0,381.46134,64857.02,2024-06-20 01:30:00
64842.46,64924.72,64791.76,200.39124,64882.01,2024-06-20 01:00:00
64973.0,64985.49,64818.34,246.85222,64842.45,2024-06-20 00:30:00
65072.76,65099.99,64964.06,272.32645,64973.0,2024-06-20 00:00:00
65083.99,65158.79,65050.0,192.60048,65072.77,2024-06-19 23:30:00
65177.01,65177.01,65044.18,260.70348,65083.99,2024-06-19 23:00:00
64922.26,65284.37,64894.25,612.83732,65177.01,2024-06-19 22:30:00
65074.23,65100.0,64899.01,340.97042,64922.26,2024-06-19 22:00:00
64921.99,65100.03,64807.35,460.6189,65074.24,2024-06-19 21:30:00
64950.69,64969.99,64756.28,547.72715,64922.0,2024-06-19 21:00:00
64952.02,65129.57,64910.32,250.78248,64950.69,2024-06-19 20:30:00
64899.99,65060.29,64832.57,472.27214,64952.02,2024-06-19 20:00:00
65090.22,65141.89,64854.0,750.53724,64900.0,2024-06-19 19:30:00
65176.0,65190.0,65054.0,267.98074,65090.22,2024-06-19 19:00:00
65192.21,65245.21,65120.0,312.29995,65176.0,2024-06-19 18:30:00
65132.02,65214.0,65036.01,276.23049,65192.21,2024-06-19 18:00:00
65210.0,65310.02,65030.48,352.86733,65132.02,2024-06-19 17:30:00
65460.0,65487.03,65000.0,1369.59663,65210.0,2024-06-19 17:00:00
65520.0,65544.0,65352.95,274.80384,65459.99,2024-06-19 16:30:00
65152.0,65520.0,65151.99,399.67882,65520.0,2024-06-19 16:00:00
65306.66,65340.0,65132.09,312.70906,65151.99,2024-06-19 15:30:00
65161.11,65306.66,65090.0,468.78661,65306.65,2024-06-19 15:00:00
65183.89,65270.0,65072.0,333.29589,65161.11,2024-06-19 14:30:00
65186.9,65245.34,65102.0,363.93298,65183.89,2024-06-19 14:00:00
65326.89,65356.0,65180.0,328.92129,65186.91,2024-06-19 13:30:00
65238.0,65365.62,65158.05,350.89108,65326.89,2024-06-19 13:00:00
65600.0,65656.24,65216.72,750.4836,65238.0,2024-06-19 12:30:00
65479.99,65600.0,65454.54,408.54952,65599.99,2024-06-19 12:00:00
65413.09,65549.38,65400.0,298.88679,65480.0,2024-06-19 11:30:00
65466.0,65557.13,65395.51,234.08152,65413.09,2024-06-19 11:00:00
65425.56,65533.23,65335.0,384.94782,65466.0,2024-06-19 10:30:00
65597.71,65620.0,65422.44,398.44795,65425.56,2024-06-19 10:00:00
65404.0,65727.54,65349.99,772.9208,65597.72,2024-06-19 09:30:00
65477.16,65603.91,65392.16,574.14504,65404.0,2024-06-19 09:00:00
65327.94,65571.58,65282.0,504.67521,65477.16,2024-06-19 08:30:00
65462.0,65489.43,65167.22,484.51157,65327.94,2024-06-19 08:00:00
65035.59,65476.84,65012.0,499.97057,65462.01,2024-06-19 07:30:00
65176.0,65206.79,64810.62,896.17061,65035.59,2024-06-19 07:00:00
65142.53,65500.0,65135.98,1262.77312,65176.01,2024-06-19 06:30:00
64891.02,65225.89,64884.0,393.23796,65142.54,2024-06-19 06:00:00
65175.32,65195.56,64855.96,646.68254,64891.02,2024-06-19 05:30:00
65160.0,65220.88,65056.29,436.45291,65175.32,2024-06-19 05:00:00
65279.99,65279.99,65120.07,375.18908,65159.99,2024-06-19 04:30:00
65144.0,65300.0,65097.74,315.06402,65279.99,2024-06-19 04:00:00
65220.02,65263.51,65052.44,462.41262,65144.0,2024-06-19 03:30:00
64988.02,65305.0,64926.0,376.20317,65220.02,2024-06-19 03:00:00
64936.5,65216.54,64797.48,706.08397,64988.01,2024-06-19 02:30:00
64479.26,65048.21,64346.0,897.66753,64936.51,2024-06-19 02:00:00
64412.18,64683.85,64178.1,1296.73592,64479.27,2024-06-19 01:30:00
64571.99,64601.99,64060.0,1467.73317,64412.19,2024-06-19 01:00:00
64678.0,64738.83,64400.0,721.35331,64572.0,2024-06-19 00:30:00
64749.18,64867.88,64622.33,435.22486,64678.01,2024-06-19 00:00:00
64609.99,64808.29,64321.0,805.38366,64749.19,2024-06-18 23:30:00
64480.0,64801.0,64400.0,714.6829,64610.0,2024-06-18 23:00:00
64700.99,64904.91,64452.45,777.65123,64479.99,2024-06-18 22:30:00
64635.51,64711.57,64340.9,899.63541,64700.99,2024-06-18 22:00:00
64705.99,64868.98,64336.0,1153.26706,64635.52,2024-06-18 21:30:00
64449.22,64929.95,64449.22,1013.68118,64706.0,2024-06-18 21:00:00
64634.0,64770.11,64261.12,1607.25613,64449.23,2024-06-18 20:30:00
65086.01,65406.0,64574.61,1226.49853,64633.99,2024-06-18 20:00:00
64844.01,65198.82,64359.92,2554.27047,65086.01,2024-06-18 19:30:00
64898.02,65037.53,64638.06,1564.06977,64844.0,2024-06-18 19:00:00
65231.95,65268.0,64811.11,1496.72144,64898.02,2024-06-18 18:30:00
65026.01,65352.31,65006.0,1156.42137,65231.95,2024-06-18 18:00:00
65366.0,65433.97,65001.0,776.59288,65026.0,2024-06-18 17:30:00
65190.93,65461.46,65100.0,770.25277,65366.0,2024-06-18 17:00:00
65435.51,65487.83,65190.93,800.90738,65190.94,2024-06-18 16:30:00
65529.4,65612.84,65412.25,319.37679,65435.52,2024-06-18 16:00:00
65469.92,65529.41,65344.99,584.9107,65529.4,2024-06-18 15:30:00
65612.03,65652.6,65439.97,371.60086,65469.92,2024-06-18 15:00:00
65727.54,65727.54,65550.0,356.05773,65612.03,2024-06-18 14:30:00
65606.88,65750.01,65588.0,247.73269,65727.53,2024-06-18 14:00:00
65672.51,65746.0,65601.72,281.3167,65606.88,2024-06-18 13:30:00
65655.99,65800.0,65586.88,458.85962,65672.51,2024-06-18 13:00:00
65499.99,65744.34,65489.56,456.33915,65656.0,2024-06-18 12:30:00
65558.08,65642.0,65389.44,584.1998,65500.0,2024-06-18 12:00:00
65596.01,65732.16,65505.99,690.72419,65558.08,2024-06-18 11:30:00
65798.0,65845.47,65555.0,551.92421,65596.01,2024-06-18 11:00:00
65574.21,65820.0,65558.0,496.23041,65798.01,2024-06-18 10:30:00
65704.0,65734.0,65556.21,394.68503,65574.21,2024-06-18 10:00:00
65500.0,65769.25,65344.24,707.36624,65704.0,2024-06-18 09:30:00
65454.59,65575.16,65380.0,503.05117,65500.0,2024-06-18 09:00:00
65467.42,65534.33,65268.0,659.31035,65454.59,2024-06-18 08:30:00
65304.12,65653.68,65264.54,1241.21798,65467.43,2024-06-18 08:00:00
65133.99,65400.0,64569.0,2011.54232,65304.12,2024-06-18 07:30:00
65428.98,65543.5,64600.0,3550.11362,65133.99,2024-06-18 07:00:00
65749.98,65966.11,65262.0,1211.0896,65428.99,2024-06-18 06:30:00
66342.89,66500.0,65485.71,1501.3748,65749.99,2024-06-18 06:00:00
66504.33,66588.23,66262.22,363.66574,66342.89,2024-06-18 05:30:00
66484.0,66552.0,66392.79,783.14538,66504.33,2024-06-18 05:00:00
66656.01,66714.81,66473.07,244.1008,66483.99,2024-06-18 04:30:00
66524.02,66702.99,66482.0,171.72614,66656.0,2024-06-18 04:00:00
66572.0,66699.45,66502.48,264.53568,66524.02,2024-06-18 03:30:00
66579.37,66717.9,66503.13,233.96961,66572.0,2024-06-18 03:00:00
66397.94,66635.65,66306.46,383.55773,66579.36,2024-06-18 02:30:00
66557.98,66651.13,66338.02,372.42309,66397.94,2024-06-18 02:00:00
66691.99,66764.7,66164.01,1053.02624,66557.97,2024-06-18 01:30:00
66920.13,66920.13,66562.68,451.72959,66691.99,2024-06-18 01:00:00
67101.48,67114.0,66710.31,623.38969,66920.13,2024-06-18 00:30:00
67014.0,67298.81,66670.26,1522.4635,67101.48,2024-06-18 00:00:00
66607.27,67069.57,66550.03,1681.11606,67013.99,2024-06-17 23:30:00
65970.5,66607.28,65970.5,1398.66102,66607.28,2024-06-17 23:00:00
65898.01,66146.0,65898.0,537.88927,65970.5,2024-06-17 22:30:00
65828.02,66056.65,65722.8,761.79394,65898.0,2024-06-17 22:00:00
65368.0,65857.55,65138.0,1303.03988,65829.45,2024-06-17 21:30:00
65406.35,65666.66,65239.97,537.45822,65368.0,2024-06-17 21:00:00
65472.98,65788.73,65252.0,819.34636,65406.35,2024-06-17 20:30:00
65550.03,65790.0,65383.79,660.72514,65472.98,2024-06-17 20:00:00
65200.0,65565.91,65130.0,721.61885,65550.03,2024-06-17 19:30:00
65704.0,65718.0,65189.0,1153.81213,65200.01,2024-06-17 19:00:00
65625.49,65807.05,65458.0,594.06569,65704.0,2024-06-17 18:30:00
65701.28,65723.14,65500.0,397.02659,65625.01,2024-06-17 18:00:00
65817.2,65827.9,65630.0,469.68279,65701.29,2024-06-17 17:30:00
65953.16,65953.16,65796.01,274.90139,65817.2,2024-06-17 17:00:00
65890.01,66051.5,65866.02,435.34427,65953.16,2024-06-17 16:30:00
65586.02,65960.01,65586.01,521.8512,65890.0,2024-06-17 16:00:00
65722.07,65843.36,65556.0,872.13099,65586.02,2024-06-17 15:30:00
66211.98,66250.01,65645.34,958.48265,65722.08,2024-06-17 15:00:00
66194.5,66237.46,66102.01,302.46496,66211.99,2024-06-17 14:30:00
66168.01,66270.86,65984.01,509.39675,66194.51,2024-06-17 14:00:00
66172.0,66317.64,66120.0,220.85782,66168.02,2024-06-17 13:30:00
66290.02,66376.0,66158.52,346.73992,66172.0,2024-06-17 13:00:00
66132.4,66304.0,65939.67,685.29173,66290.02,2024-06-17 12:30:00
66306.02,66316.6,66080.0,413.59182,66132.4,2024-06-17 12:00:00
66351.62,66398.0,66154.59,423.70202,66306.02,2024-06-17 11:30:00
66534.01,66553.3,66295.0,248.12517,66351.62,2024-06-17 11:00:00
66447.88,66567.68,66391.98,228.28192,66534.01,2024-06-17 10:30:00
66358.01,66447.88,66336.01,188.33997,66447.88,2024-06-17 10:00:00
66222.0,66384.0,66170.77,308.98087,66358.01,2024-06-17 09:30:00
66344.0,66364.0,66155.0,299.61944,66222.0,2024-06-17 09:00:00
66344.01,66431.36,66307.16,233.55538,66344.01,2024-06-17 08:30:00
66269.99,66400.0,66245.45,485.51049,66344.02,2024-06-17 08:00:00
66472.25,66480.0,66213.71,591.16797,66269.99,2024-06-17 07:30:00
66414.01,66528.6,66326.0,387.58084,66472.26,2024-06-17 07:00:00
66583.96,66610.0,66234.26,574.38882,66414.01,2024-06-17 06:30:00
66753.28,66913.69,66550.0,236.80092,66583.96,2024-06-17 06:00:00
66676.86,66753.29,66549.37,498.75781,66753.29,2024-06-17 05:30:00
66638.11,66689.61,66634.45,178.20437,66676.87,2024-06-17 05:00:00
66755.99,66826.13,66631.4,208.11874,66638.11,2024-06-17 04:30:00
66734.45,66797.43,66664.01,288.31008,66755.99,2024-06-17 04:00:00
66525.01,66998.7,66525.0,858.45756,66734.45,2024-06-17 03:30:00
66520.0,66541.53,66460.0,107.35301,66525.0,2024-06-17 03:00:00
66517.54,66535.18,66484.93,81.94941,66520.0,2024-06-17 02:30:00
66609.33,66609.33,66484.67,131.19893,66517.55,2024-06-17 02:00:00
66562.52,66620.01,66461.25,177.80301,66609.33,2024-06-17 01:30:00
66600.0,66600.01,66522.0,103.26373,66562.52,2024-06-17 01:00:00
66590.01,66647.69,66590.0,74.27016,66600.01,2024-06-17 00:30:00
66654.72,66669.95,66590.0,90.11542,66590.01,2024-06-17 00:00:00
66578.02,66654.72,66573.51,147.26757,66654.72,2024-06-16 23:30:00
66604.26,66604.26,66530.73,144.38712,66578.02,2024-06-16 23:00:00
66592.19,66669.99,66522.0,227.95754,66604.27,2024-06-16 22:30:00
66637.58,66652.0,66557.2,167.85451,66592.19,2024-06-16 22:00:00
66712.8,66744.71,66596.0,185.34926,66637.58,2024-06-16 21:30:00
66603.99,66723.0,66582.2,178.47382,66712.8,2024-06-16 21:00:00
66519.01,66679.99,66512.06,147.96646,66604.0,2024-06-16 20:30:00
66570.0,66632.5,66504.0,266.75084,66519.02,2024-06-16 20:00:00
66762.49,66793.72,66529.29,388.47375,66570.01,2024-06-16 19:30:00
66692.1,66762.5,66560.0,337.75327,66762.49,2024-06-16 19:00:00
66597.48,66709.67,66570.0,219.10425,66692.1,2024-06-16 18:30:00
66598.9,66642.2,66509.13,131.36988,66597.47,2024-06-16 18:00:00
66492.83,66630.0,66480.0,184.43432,66598.9,2024-06-16 17:30:00
66554.86,66643.08,66435.15,210.89188,66492.83,2024-06-16 17:00:00
66716.31,66742.39,66554.85,243.47128,66554.85,2024-06-16 16:30:00
66417.87,66770.0,66408.17,631.03626,66716.31,2024-06-16 16:00:00
66409.97,66449.49,66372.47,214.99277,66417.88,2024-06-16 15:30:00
66384.5,66409.97,66321.5,127.07807,66409.97,2024-06-16 15:00:00
66272.51,66428.45,66172.5,752.92701,66384.51,2024-06-16 14:30:00
66330.72,66330.72,66241.64,107.27413,66272.51,2024-06-16 14:00:00
66266.3,66340.0,66250.0,108.10745,66330.72,2024-06-16 13:30:00
66290.0,66296.31,66252.0,104.5114,66266.3,2024-06-16 13:00:00
66312.01,66357.97,66280.0,159.43397,66290.0,2024-06-16 12:30:00
66222.74,66360.18,66178.77,258.92177,66312.01,2024-06-16 12:00:00
66264.0,66280.0,66222.73,161.20025,66222.74,2024-06-16 11:30:00
66217.75,66264.0,66200.38,168.93939,66264.0,2024-06-16 11:00:00
66166.02,66226.99,66166.01,123.83649,66217.75,2024-06-16 10:30:00
66083.08,66207.72,66083.0,95.61901,66166.02,2024-06-16 10:00:00
66145.99,66146.0,66034.5,107.50493,66083.09,2024-06-16 09:30:00
66124.18,66146.0,66076.55,104.65357,66146.0,2024-06-16 09:00:00
66142.86,66164.3,66124.17,56.22107,66124.18,2024-06-16 08:30:00
66181.25,66181.26,66114.27,68.6806,66142.86,2024-06-16 08:00:00
66175.68,66182.26,66125.04,81.17692,66181.26,2024-06-16 07:30:00
66143.0,66175.68,66121.79,81.84404,66175.68,2024-06-16 07:00:00
66161.96,66218.48,66102.03,174.41451,66143.0,2024-06-16 06:30:00
66251.08,66269.74,66161.95,84.35344,66161.96,2024-06-16 06:00:00
66228.25,66260.0,66189.9,139.24501,66251.09,2024-06-16 05:30:00
66256.78,66287.76,66215.4,106.70475,66228.25,2024-06-16 05:00:00
66199.99,66258.82,66199.99,111.78653,66256.78,2024-06-16 04:30:00
66094.2,66200.0,66046.98,157.77189,66200.0,2024-06-16 04:00:00
66126.89,66126.89,66045.08,193.22144,66094.2,2024-06-16 03:30:00
66105.45,66146.13,66083.32,105.88245,66126.89,2024-06-16 03:00:00
66048.02,66149.0,66042.85,139.30151,66105.46,2024-06-16 02:30:00
65984.04,66150.01,65984.04,226.83228,66048.02,2024-06-16 02:00:00
66154.7,66170.99,65857.1,484.60842,65984.04,2024-06-16 01:30:00
66171.6,66208.0,66154.69,104.62556,66154.7,2024-06-16 01:00:00
66145.19,66174.62,66071.47,145.71627,66171.61,2024-06-16 00:30:00
66180.0,66180.0,66139.5,128.10686,66145.19,2024-06-16 00:00:00
66250.0,66250.0,66148.0,215.94387,66180.0,2024-06-15 23:30:00
66276.0,66304.94,66233.21,215.45198,66250.01,2024-06-15 23:00:00
66184.0,66279.46,66133.92,211.33692,66276.01,2024-06-15 22:30:00
66252.46,66279.49,66179.99,185.53807,66184.0,2024-06-15 22:00:00
66316.02,66360.0,66236.0,224.92756,66252.47,2024-06-15 21:30:00
66323.99,66369.81,66248.16,295.9948,66316.02,2024-06-15 21:00:00
66220.51,66478.48,66210.83,557.45714,66324.0,2024-06-15 20:30:00
66219.17,66257.86,66153.84,353.88133,66220.52,2024-06-15 20:00:00
66313.47,66313.47,66192.0,210.43929,66219.18,2024-06-15 19:30:00
66334.56,66346.85,66240.11,162.92433,66313.47,2024-06-15 19:00:00
66348.01,66354.82,66275.01,177.47765,66334.56,2024-06-15 18:30:00
66300.0,66359.99,66222.7,201.00268,66348.01,2024-06-15 18:00:00
66319.94,66360.0,66300.0,141.37015,66300.01,2024-06-15 17:30:00
66345.0,66345.01,66277.31,173.56475,66319.95,2024-06-15 17:00:00
66300.01,66348.0,66264.01,333.52561,66345.01,2024-06-15 16:30:00
66218.35,66306.31,66218.34,182.73956,66300.01,2024-06-15 16:00:00
66227.0,66247.01,66195.91,178.69425,66218.35,2024-06-15 15:30:00
66204.94,66227.17,66086.51,204.75992,66227.0,2024-06-15 15:00:00
66221.31,66280.8,66204.94,134.53287,66204.95,2024-06-15 14:30:00
66166.6,66221.31,66166.59,124.77194,66221.31,2024-06-15 14:00:00
66076.99,66197.31,66076.98,161.18889,66166.6,2024-06-15 13:30:00
66118.92,66136.0,66065.8,279.80333,66076.99,2024-06-15 13:00:00
66168.57,66200.0,66098.2,793.8086,66118.93,2024-06-15 12:30:00
66311.7,66311.71,66127.0,569.28535,66168.57,2024-06-15 12:00:00
66231.81,66416.66,66231.81,279.52116,66311.71,2024-06-15 11:30:00
66369.25,66369.25,66215.29,219.5082,66231.82,2024-06-15 11:00:00
66246.84,66389.1,66246.84,240.21114,66369.25,2024-06-15 10:30:00
66220.0,66336.0,66210.0,243.28292,66246.85,2024-06-15 10:00:00
66267.87,66380.58,66210.0,266.05117,66220.0,2024-06-15 09:30:00
66232.93,66267.87,66196.33,263.55991,66267.87,2024-06-15 09:00:00
66215.34,66273.88,66192.0,218.3013,66232.93,2024-06-15 08:30:00
66168.16,66253.29,66168.15,153.58729,66215.35,2024-06-15 08:00:00
66076.0,66190.12,66050.32,156.5963,66168.16,2024-06-15 07:30:00
66104.95,66142.0,66064.88,111.82283,66076.01,2024-06-15 07:00:00
66185.62,66290.0,66075.11,269.00257,66104.95,2024-06-15 06:30:00
66116.57,66287.76,66076.0,344.87376,66185.62,2024-06-15 06:00:00
66043.99,66166.5,65967.5,490.50507,66116.58,2024-06-15 05:30:00
66004.01,66081.39,66000.0,127.69319,66043.99,2024-06-15 05:00:00
66014.01,66076.0,65916.0,220.78796,66004.01,2024-06-15 04:30:00
65965.2,66059.13,65932.01,216.04381,66014.01,2024-06-15 04:00:00
66196.01,66252.0,65882.35,652.98617,65965.2,2024-06-15 03:30:00
66116.0,66627.52,66024.05,1371.69275,66196.01,2024-06-15 03:00:00
65766.41,66116.0,65725.77,471.45724,66115.99,2024-06-15 02:30:00
65904.02,65970.23,65684.51,359.54263,65766.41,2024-06-15 02:00:00
65520.02,65917.82,65480.0,541.83253,65904.02,2024-06-15 01:30:00
65670.51,65684.0,65400.01,377.38337,65520.02,2024-06-15 01:00:00
65524.85,65683.48,65299.99,520.50911,65670.52,2024-06-15 00:30:00
65264.17,65537.31,65233.1,819.13092,65524.86,2024-06-15 00:00:00
65416.01,65437.76,65078.0,828.65873,65264.17,2024-06-14 23:30:00
65523.2,65753.23,65328.0,630.18143,65416.01,2024-06-14 23:00:00
65293.39,65556.62,65078.31,979.19059,65523.19,2024-06-14 22:30:00
65323.86,65592.0,65200.87,1948.28655,65293.4,2024-06-14 22:00:00
66392.0,66520.0,65298.8,3580.43683,65323.86,2024-06-14 21:30:00
66909.25,67059.46,66344.67,1135.22411,66392.0,2024-06-14 21:00:00
66982.98,66994.45,66760.55,477.59168,66909.24,2024-06-14 20:30:00
66697.72,67016.51,66561.3,924.66186,66982.98,2024-06-14 20:00:00
67070.49,67115.25,66601.01,1016.48003,66697.73,2024-06-14 19:30:00
67331.18,67370.24,67066.2,514.65167,67070.5,2024-06-14 19:00:00
67083.31,67331.18,66950.0,734.1575,67331.18,2024-06-14 18:30:00
67194.01,67235.89,66980.0,367.21343,67083.3,2024-06-14 18:00:00
67035.99,67288.0,66960.58,560.47804,67194.0,2024-06-14 17:30:00
67062.41,67101.0,67000.0,280.094,67036.0,2024-06-14 17:00:00
66873.15,67063.15,66746.4,473.41003,67062.42,2024-06-14 16:30:00
66930.51,66940.09,66860.0,217.31487,66873.14,2024-06-14 16:00:00
66920.01,67015.92,66836.54,403.16372,66930.51,2024-06-14 15:30:00
67066.73,67066.73,66899.39,376.51344,66920.01,2024-06-14 15:00:00
67152.04,67152.04,67000.0,448.24382,67066.73,2024-06-14 14:30:00
67148.25,67232.0,67072.01,409.08897,67152.04,2024-06-14 14:00:00
66904.98,67256.32,66863.46,776.10475,67148.25,2024-06-14 13:30:00
66941.28,67110.1,66885.68,721.40475,66904.98,2024-06-14 13:00:00
66962.4,67050.67,66940.0,236.45044,66941.28,2024-06-14 12:30:00
66911.02,67059.09,66876.0,372.64778,66962.41,2024-06-14 12:00:00
67052.5,67124.29,66900.0,358.68556,66911.01,2024-06-14 11:30:00
66830.0,67221.32,66820.77,670.09679,67052.49,2024-06-14 11:00:00
66717.38,66830.0,66707.76,224.21151,66830.0,2024-06-14 10:30:00
66833.33,66833.33,66717.0,158.61917,66717.39,2024-06-14 10:00:00
66744.0,66833.33,66741.5,200.92825,66833.32,2024-06-14 09:30:00
66725.64,66778.63,66676.28,208.17326,66744.0,2024-06-14 09:00:00
66952.01,66982.98,66717.3,337.3359,66725.64,2024-06-14 08:30:00
66796.95,67027.32,66784.02,386.48008,66952.0,2024-06-14 08:00:00
66806.17,66859.99,66713.5,345.61663,66795.6,2024-06-14 07:30:00
66632.38,66833.1,66480.0,353.0665,66806.17,2024-06-14 07:00:00
66727.73,66760.0,66547.1,311.97894,66632.38,2024-06-14 06:30:00
66784.96,66799.72,66604.6,265.97365,66727.73,2024-06-14 06:00:00
66773.01,66897.96,66658.17,496.31303,66784.96,2024-06-14 05:30:00
66885.11,66909.26,66752.93,152.94569,66773.01,2024-06-14 05:00:00
66895.99,66897.0,66681.4,219.10997,66885.11,2024-06-14 04:30:00
66911.53,66980.0,66858.34,172.08888,66896.0,2024-06-14 04:00:00
66969.99,66969.99,66840.07,244.75249,66911.54,2024-06-14 03:30:00
66713.7,66969.99,66713.69,229.05199,66969.99,2024-06-14 03:00:00
66712.97,66807.02,66680.14,303.94139,66713.69,2024-06-14 02:30:00
66691.17,66712.98,66530.84,288.50662,66712.98,2024-06-14 02:00:00
66604.01,66810.48,66577.0,310.78416,66691.17,2024-06-14 01:30:00
66828.92,66828.93,66588.83,435.86637,66604.01,2024-06-14 01:00:00
66862.99,66884.0,66676.0,386.74527,66828.93,2024-06-14 00:30:00
66868.01,66930.0,66693.43,355.83605,66862.99,2024-06-14 00:00:00
66919.99,66976.87,66748.0,452.75439,66868.02,2024-06-13 23:30:00
66722.85,66930.0,66639.47,505.63377,66920.0,2024-06-13 23:00:00
66976.01,67080.13,66710.02,624.26921,66722.86,2024-06-13 22:30:00
66666.0,67019.42,66576.0,970.41317,66976.0,2024-06-13 22:00:00
66470.01,66824.0,66251.78,1360.31505,66665.99,2024-06-13 21:30:00
66980.01,67047.98,66368.76,2164.59679,66470.01,2024-06-13 21:00:00
67365.62,67537.87,66940.35,1212.358,66980.02,2024-06-13 20:30:00
67284.02,67739.28,67284.02,997.30272,67365.62,2024-06-13 20:00:00
67590.0,67679.94,67150.0,1243.97408,67284.02,2024-06-13 19:30:00
68033.26,68272.0,67521.55,1154.84274,67589.99,2024-06-13 19:00:00
67749.54,68099.22,67617.71,742.04082,68033.26,2024-06-13 18:30:00
67854.54,68449.3,67439.43,2324.96019,67749.54,2024-06-13 18:00:00
67740.0,67876.0,67710.0,331.83783,67854.53,2024-06-13 17:30:00
67924.28,67961.07,67648.49,371.40683,67739.99,2024-06-13 17:00:00
67820.4,67930.0,67733.69,618.70498,67924.28,2024-06-13 16:30:00
